program,class_name,confidence,primary_vtable_id,constructor,destructor,scalar_deleting_destructor,minimum_size,base_classes,base_name_origin,source_path,evidence,layout_proof
wiz8,W8GrowableVector<W8VectorElement005ECE60 *>,exact,W8GrowableVector<W8VectorElement005ECE60 *>.primary,,,004a5cf0,0x10,,,,"A growable-vector instantiation reached through the derived class below. The byte-exact constructor at 0x004A5C30 inlines this one, fixing count, capacity and storage at +0x04, +0x08 and +0x0c together with the clamp of the capacity parameter to at least one",004a5c30 constructor and the 004a5cf0 deleting destructor
wiz8,W8Vector005ECE60,exact,W8Vector005ECE60.primary,004a5c30,004a5c90,004a5d20,0x10,W8GrowableVector<W8VectorElement005ECE60 *>,descriptive,,"A class deriving from the instantiation above and adding no member and no override. All four bodies are byte-exact, and the complete destructor at 0x004A5C90 stores the base table 0x005ECE64 rather than the 0x005ECE60 its own constructor installs, because that store is dead against the inlined base destructor","004a5c30, 004a5c90, 004a5cf0 and 004a5d20"
wiz8,W8GrowableVector<W8VectorElement005ECEE4 *>,exact,W8GrowableVector<W8VectorElement005ECEE4 *>.primary,,,004a8ef0,0x10,,,,"A growable-vector instantiation reached through the derived class below. The byte-exact constructor at 0x004A8E70 inlines this one, fixing count, capacity and storage at +0x04, +0x08 and +0x0c together with the clamp of the capacity parameter to at least one",004a8e70 constructor and the 004a8ef0 deleting destructor
wiz8,W8Vector005ECEE4,exact,W8Vector005ECEE4.primary,004a8e70,004a8ed0,004a8f20,0x10,W8GrowableVector<W8VectorElement005ECEE4 *>,descriptive,,"A class deriving from the instantiation above and adding no member and no override. All four bodies are byte-exact, and the complete destructor at 0x004A8ED0 stores the base table 0x005ECEE8 rather than the 0x005ECEE4 its own constructor installs, because that store is dead against the inlined base destructor","004a8e70, 004a8ed0, 004a8ef0 and 004a8f20"
wiz8,W8GrowableVector<W8VectorElement005ED018 *>,exact,W8GrowableVector<W8VectorElement005ED018 *>.primary,,,004af710,0x10,,,,"A growable-vector instantiation reached through the derived class below. The byte-exact constructor at 0x004AF690 inlines this one, fixing count, capacity and storage at +0x04, +0x08 and +0x0c together with the clamp of the capacity parameter to at least one",004af690 constructor and the 004af710 deleting destructor
wiz8,W8Vector005ED018,exact,W8Vector005ED018.primary,004af690,004af6f0,004af740,0x10,W8GrowableVector<W8VectorElement005ED018 *>,descriptive,,"A class deriving from the instantiation above and adding no member and no override. All four bodies are byte-exact, and the complete destructor at 0x004AF6F0 stores the base table 0x005ED01C rather than the 0x005ED018 its own constructor installs, because that store is dead against the inlined base destructor","004af690, 004af6f0, 004af710 and 004af740"
wiz8,W8GrowableVector<W8VectorElement005ED2C8 *>,exact,W8GrowableVector<W8VectorElement005ED2C8 *>.primary,,,004cade0,0x10,,,,"A growable-vector instantiation reached through the derived class below. The byte-exact constructor at 0x004CAD00 inlines this one, fixing count, capacity and storage at +0x04, +0x08 and +0x0c together with the clamp of the capacity parameter to at least one",004cad00 constructor and the 004cade0 deleting destructor
wiz8,W8Vector005ED2C8,exact,W8Vector005ED2C8.primary,004cad00,004cad60,004cae10,0x10,W8GrowableVector<W8VectorElement005ED2C8 *>,descriptive,,"A class deriving from the instantiation above and adding no member and no override. All four bodies are byte-exact, and the complete destructor at 0x004CAD60 stores the base table 0x005ED2CC rather than the 0x005ED2C8 its own constructor installs, because that store is dead against the inlined base destructor","004cad00, 004cad60, 004cade0 and 004cae10"
wiz8,W8GrowableVector<W8VectorElement005ED7D4 *>,exact,W8GrowableVector<W8VectorElement005ED7D4 *>.primary,,,00501f30,0x10,,,,"A growable-vector instantiation reached through the derived class below. The byte-exact constructor at 0x00501EB0 inlines this one, fixing count, capacity and storage at +0x04, +0x08 and +0x0c together with the clamp of the capacity parameter to at least one",00501eb0 constructor and the 00501f30 deleting destructor
wiz8,W8Vector005ED7D4,exact,W8Vector005ED7D4.primary,00501eb0,00501f10,00501f60,0x10,W8GrowableVector<W8VectorElement005ED7D4 *>,descriptive,,"A class deriving from the instantiation above and adding no member and no override. All four bodies are byte-exact, and the complete destructor at 0x00501F10 stores the base table 0x005ED7D8 rather than the 0x005ED7D4 its own constructor installs, because that store is dead against the inlined base destructor","00501eb0, 00501f10, 00501f30 and 00501f60"
wiz8,W8GrowableVector<W8VectorElement005EF08C *>,exact,W8GrowableVector<W8VectorElement005EF08C *>.primary,,,005ad180,0x10,,,,"A growable-vector instantiation reached through the derived class below. The byte-exact constructor at 0x005ACFC0 inlines this one, fixing count, capacity and storage at +0x04, +0x08 and +0x0c together with the clamp of the capacity parameter to at least one",005acfc0 constructor and the 005ad180 deleting destructor
wiz8,W8Vector005EF08C,exact,W8Vector005EF08C.primary,005acfc0,005ad020,005ad1b0,0x10,W8GrowableVector<W8VectorElement005EF08C *>,descriptive,,"A class deriving from the instantiation above and adding no member and no override. All four bodies are byte-exact, and the complete destructor at 0x005AD020 stores the base table 0x005EF190 rather than the 0x005EF08C its own constructor installs, because that store is dead against the inlined base destructor","005acfc0, 005ad020, 005ad180 and 005ad1b0"
wiz8,W8GrowableVector<W8VectorElement005EC018 *>,exact,W8GrowableVector<W8VectorElement005EC018 *>.primary,,,00438f40,0x10,,,,"A growable-vector instantiation. The byte-exact constructor at 0x004CAD80 inlines this one, fixing count, capacity and storage at +0x04, +0x08 and +0x0c together with the clamp of the capacity parameter to at least one",004cad80 constructor and the 00438f40 deleting destructor
wiz8,W8Vector005EC018,exact,W8Vector005EC018.primary,004cad80,00438c70,00438f70,0x10,W8GrowableVector<W8VectorElement005EC018 *>,descriptive,,"A class deriving from the instantiation above and adding no member and no override. Its four bodies are spread across the image because VC6 emits each as its own COMDAT per unit and does not fold duplicates, so a surviving destructor copy can come from a different unit than the constructor; the census ties them together, since 0x005EC018 is installed by 0x004CAD80 and by nothing else. The complete destructor at 0x00438C70 stores the base table 0x005EC004 because its own store is dead","004cad80, 00438c70, 00438f40 and 00438f70"
wiz8,W8GrowableVector<W8VectorElement005ED1B8 *>,exact,W8GrowableVector<W8VectorElement005ED1B8 *>.primary,,,004be000,0x10,,,,"A growable-vector instantiation. The byte-exact constructor at 0x00585340 inlines this one, fixing count, capacity and storage at +0x04, +0x08 and +0x0c together with the clamp of the capacity parameter to at least one",00585340 constructor and the 004be000 deleting destructor
wiz8,W8Vector005ED1B8,exact,W8Vector005ED1B8.primary,00585340,004bdfe0,004be030,0x10,W8GrowableVector<W8VectorElement005ED1B8 *>,descriptive,,"A class deriving from the instantiation above and adding no member and no override. Its four bodies are spread across the image because VC6 emits each as its own COMDAT per unit and does not fold duplicates, so a surviving destructor copy can come from a different unit than the constructor; the census ties them together, since 0x005ED1B8 is installed by 0x00585340 and by nothing else. The complete destructor at 0x004BDFE0 stores the base table 0x005ED1B4 because its own store is dead","00585340, 004bdfe0, 004be000 and 004be030"
wiz8,W8GrowableVector<W8VectorElement005EC164 *>,exact,W8GrowableVector<W8VectorElement005EC164 *>.primary,,,00446160,0x10,,,,"A growable-vector instantiation. The byte-exact constructor at 0x00445FF0 inlines this one, fixing count, capacity and storage at +0x04, +0x08 and +0x0c together with the clamp of the capacity parameter to at least one",00445ff0 constructor and the 00446160 deleting destructor
wiz8,W8Vector005EC164,exact,W8Vector005EC164.primary,00445ff0,00446050,00446190,0x10,W8GrowableVector<W8VectorElement005EC164 *>,descriptive,,"A class deriving from the instantiation above and adding no member and no override. The census credited this constructor's two vtable stores to different functions, so the pair never formed; re-attributing the write sites through Ghidra containment puts both back in 0x00445FF0 and the family appears. All four bodies are byte-exact, and the complete destructor at 0x00446050 stores the base table 0x005EC168 because its own store is dead against the inlined base destructor","00445ff0, 00446050, 00446160 and 00446190"
wiz8,W8GrowableVector<W8VectorElement005ECA5C *>,exact,W8GrowableVector<W8VectorElement005ECA5C *>.primary,,,0048a110,0x10,,,,"A growable-vector instantiation. The byte-exact constructor at 0x00489ED0 inlines this one, fixing count, capacity and storage at +0x04, +0x08 and +0x0c together with the clamp of the capacity parameter to at least one",00489ed0 constructor and the 0048a110 deleting destructor
wiz8,W8Vector005ECA5C,exact,W8Vector005ECA5C.primary,00489ed0,00489f30,0048a140,0x10,W8GrowableVector<W8VectorElement005ECA5C *>,descriptive,,"A class deriving from the instantiation above and adding no member and no override. The census credited this constructor's two vtable stores to different functions, so the pair never formed; re-attributing the write sites through Ghidra containment puts both back in 0x00489ED0 and the family appears. All four bodies are byte-exact, and the complete destructor at 0x00489F30 stores the base table 0x005ECA60 because its own store is dead against the inlined base destructor","00489ed0, 00489f30, 0048a110 and 0048a140"
wiz8,W8GrowableVector<W8VectorElement005EC294 *>,exact,W8GrowableVector<W8VectorElement005EC294 *>.primary,,,00451ce0,0x10,,,,"A growable-vector instantiation. The byte-exact constructor at 0x00484870 inlines this one, fixing count, capacity and storage at +0x04, +0x08 and +0x0c together with the clamp of the capacity parameter to at least one",00484870 constructor and the 00451ce0 deleting destructor
wiz8,W8Vector005EC294,exact,W8Vector005EC294.primary,00484870,00451d30,00451d10,0x10,W8GrowableVector<W8VectorElement005EC294 *>,descriptive,,"A class deriving from the instantiation above and adding no member and no override. It is constructed in several places - nine functions install 0x005EC294 between them - but only 0x00484870 is an out-of-line copy of the constructor; the others are six-byte thunks and large bodies that inlined it. All four claimed bodies are byte-exact, and the complete destructor at 0x00451D30 stores the base table 0x005EC298 because its own store is dead against the inlined base destructor","00484870, 00451d30, 00451ce0 and 00451d10"
wiz8,W8GrowableVector<W8VectorElement005EC27C *>,exact,W8GrowableVector<W8VectorElement005EC27C *>.primary,,,0042bbd0,0x10,,,,"A growable-vector instantiation. The byte-exact constructor at 0x00501E50 inlines this one, fixing count, capacity and storage at +0x04, +0x08 and +0x0c together with the clamp of the capacity parameter to at least one",00501e50 constructor and the 0042bbd0 deleting destructor
wiz8,W8Vector005EC27C,exact,W8Vector005EC27C.primary,00501e50,00451b20,00451b00,0x10,W8GrowableVector<W8VectorElement005EC27C *>,descriptive,,"A class deriving from the instantiation above and adding no member and no override. It is constructed in several places - two functions install 0x005EC27C between them - but only 0x00501E50 is an out-of-line copy of the constructor; the others are six-byte thunks and large bodies that inlined it. All four claimed bodies are byte-exact, and the complete destructor at 0x00451B20 stores the base table 0x005EBFE8 because its own store is dead against the inlined base destructor","00501e50, 00451b20, 0042bbd0 and 00451b00"
wiz8,W8GrowableVector<W8VectorElement005ED840 *>,exact,W8GrowableVector<W8VectorElement005ED840 *>.primary,,,00517890,0x10,,,,"A growable-vector instantiation. The byte-exact constructor at 0x00517810 inlines this one, fixing count, capacity and storage at +0x04, +0x08 and +0x0c together with the clamp of the capacity parameter to at least one",00517810 constructor and the 00517890 deleting destructor
wiz8,W8Vector005ED840,exact,W8Vector005ED840.primary,00517810,00517870,005178c0,0x10,W8GrowableVector<W8VectorElement005ED840 *>,descriptive,,"A class deriving from the instantiation above and adding no member and no override. The census calls its thirty-byte deleting destructor sixty four bytes, because it sizes a body by the distance to the next body it identified and an unidentified eighteen-byte body sits in the gap; measuring the real body is what found this family. The complete destructor at 0x00517870 stores the base table 0x005ED844 because its own store is dead against the inlined base destructor","00517810, 00517870, 00517890 and 005178c0"
wiz8,W8GrowableVector<W8VectorElement005EEA28 *>,exact,W8GrowableVector<W8VectorElement005EEA28 *>.primary,,,005853f0,0x10,,,,"A growable-vector instantiation with no out-of-line constructor of its own. The byte-exact factory at 0x0057E5D0 inlines it with the default capacity, so the clamp and the multiply are folded away and only the bare twenty-byte allocation remains; count, capacity and storage still land at +0x04, +0x08 and +0x0c",0057e5d0 factory and the 005853f0 deleting destructor
wiz8,W8Vector005EEA28,exact,W8Vector005EEA28.primary,,00585440,00585420,0x10,W8GrowableVector<W8VectorElement005EEA28 *>,descriptive,,A class deriving from the instantiation above and adding no member and no override. It has no out-of-line constructor at all - the factory constructs it in place - which is why a search for one missed it; the pair of deleting destructors at 44 and 30 bytes is what identifies the shape. The complete destructor at 0x00585440 stores the base table 0x005EEA2C because its own store is dead against the inlined base destructor,"0057e5d0, 00585440, 005853f0 and 00585420"
wiz8,W8GrowableVector<W8VectorElement005ECF00 *>,exact,W8GrowableVector<W8VectorElement005ECF00 *>.primary,,,004aaac0,0x10,,,,"A growable-vector instantiation with no out-of-line constructor. The byte-exact factory at 0x004A9750 inlines it with the default capacity, leaving the bare twenty-byte allocation; count, capacity and storage land at +0x04, +0x08 and +0x0c",004a9750 factory and the 004aaac0 deleting destructor
wiz8,W8Vector005ECF00,exact,W8Vector005ECF00.primary,,004aab10,004aaaf0,0x10,W8GrowableVector<W8VectorElement005ECF00 *>,descriptive,,"A class deriving from the instantiation above and adding no member and no override, found by keying on its deleting-destructor pair rather than on a constructor it does not have. The complete destructor at 0x004AAB10 stores the base table 0x005ECF04 because its own store is dead against the inlined base destructor","004a9750, 004aab10, 004aaac0 and 004aaaf0"
