evidence_id,program,address,origin,kind,reference,details
function-evidence:wiz8:004bee50:classes,wiz8,004bee50,classes,identity-review,name_origin=original-source-path,Destroys the three arrays in reverse order and tears down the base object
function-evidence:wiz8:004d8f00:cfagent-oracle,wiz8,004d8f00,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_SpawnMonsters English seed address verified by embedded expected bytes
function-evidence:wiz8:004d8f80:cfagent-oracle,wiz8,004d8f80,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_CreateAndPlaySoundNode English seed address verified by embedded expected bytes
function-evidence:wiz8:004dcd40:cfagent-oracle,wiz8,004dcd40,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_TrigFuncArrowTrap English seed address verified by embedded expected bytes
function-evidence:wiz8:004e4600:reccmp,wiz8,004e4600,reccmp,structural-compile,compare:134-of-142,All operations and branches agree; only the positional Monster member flag update differs because the candidate folds canonical load Monster+0x24 / add +0x18 / store member+0x0c into an in-place memory AND
function-evidence:wiz8:004e4690:reccmp,wiz8,004e4690,reccmp,exact-compile,match:927492090aa3ead1,VC6 SP5 O2 G6 MD body exact; nesting MonsterGetIndexByLocationID as the first 0x004e3af0 argument reproduces the canonical pre-pushed zero and split stack cleanup
function-evidence:wiz8:004e5550:cfagent-oracle,wiz8,004e5550,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_MonsterGetIndexByLocID English seed address verified by embedded expected bytes
function-evidence:wiz8:004e5620:cfagent-oracle,wiz8,004e5620,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_MonsterGetScriptPartByLocIndex English seed address verified by embedded expected bytes
function-evidence:wiz8:004e57c0:cfagent-oracle,wiz8,004e57c0,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_GetMonsterDataByID English seed address verified by embedded expected bytes
function-evidence:wiz8:004e5550:reccmp,wiz8,004e5550,reccmp,exact-compile,match:f5e742af98349787,VC6 SP5 O2 G6 MD body exact; Local Code\MonsterManager.cpp
function-evidence:wiz8:004e5620:reccmp,wiz8,004e5620,reccmp,structural-compile,compare:259-of-245,Typed source reconstruction retained in its original translation unit; call sequence and block factoring still diverge
function-evidence:wiz8:004e5720:reccmp,wiz8,004e5720,reccmp,exact-compile,match:f7541febf4eb7876,VC6 SP5 O2 G6 MD body exact; Local Code\MonsterManager.cpp; address-based name retained because no original semantic name is proven
function-evidence:wiz8:004e57c0:reccmp,wiz8,004e57c0,reccmp,exact-compile,match:5976911974dc4ad7,VC6 SP5 O2 G6 MD body exact; Local Code\MonsterManager.cpp
function-evidence:wiz8:004e5840:reccmp,wiz8,004e5840,reccmp,exact-compile,match:ab5176e0a050c385,VC6 SP5 O2 G6 MD body exact; diagnostic string supplies the original function name
function-evidence:wiz8:004e58b0:reccmp,wiz8,004e58b0,reccmp,structural-compile,compare:150-of-152,All substantive instructions agree; only the null-return block placement differs
function-evidence:wiz8:004e5950:reccmp,wiz8,004e5950,reccmp,exact-compile,match:597955c6bd415083,VC6 SP5 O2 G6 MD body exact; returns the live Monster pointer from W8MonsterInfo +0x0c
function-evidence:wiz8:004e5990:reccmp,wiz8,004e5990,reccmp,structural-compile,compare:180-of-180,All 57 instructions agree; only the final commutative x87 multiply loads its operands in the opposite order
function-evidence:wiz8:004e5a50:reccmp,wiz8,004e5a50,reccmp,exact-compile,match:5636053d10822ec7,VC6 SP5 O2 G6 MD body exact; Local Code\MonsterManager.cpp; unaligned +0x27 and +0x2b accesses require the recovered packed 0x425-byte W8MonsterInfo layout
function-evidence:wiz8:004e5aa0:reccmp,wiz8,004e5aa0,reccmp,exact-compile,match:f48175ec51ea1e68,VC6 SP5 O2 G6 MD body exact; Local Code\MonsterManager.cpp
function-evidence:wiz8:004e5b50:reccmp,wiz8,004e5b50,reccmp,exact-compile,match:39ce10fb3b0241f2,VC6 SP5 O2 G6 MD body exact; Local Code\MonsterManager.cpp; address-based name retained because no original semantic name is yet proven
function-evidence:wiz8:004e5d00:reccmp,wiz8,004e5d00,reccmp,exact-compile,match:627afcab384dba57,VC6 SP5 O2 G6 MD reviewed 314-byte body exact; the COMDAT additionally owns the five-entry switch jump table and alignment after the function body
function-evidence:wiz8:004e5e50:reccmp,wiz8,004e5e50,reccmp,exact-compile,match:95a87cafd0822587,VC6 SP5 O2 G6 MD body exact; descriptive identity follows the complete linear species lookup
function-evidence:wiz8:004e60b0:reccmp,wiz8,004e60b0,reccmp,exact-compile,match:019a49b096cfb70b,VC6 SP5 O2 G6 MD body exact; the typed W8MonsterCycle +0x0c pointer reproduces both canonical nested +0xa7 reads without casts
function-evidence:wiz8:004e6130:reccmp,wiz8,004e6130,reccmp,exact-compile,match:edd964dee6d6c8af,VC6 SP5 O2 G6 MD body exact; repeated monster_info->monster source accesses reproduce the canonical reloads and register allocation
function-evidence:wiz8:004e6780:canonical-consumers,wiz8,004e6780,canonical-consumers,semantic-review,consumers:004e6d45;005d63fa,The result contributes to a live-HP-weighted combat-strength total and is formatted in MonsterInfoDialog; combat value is descriptive and no original name is claimed
function-evidence:wiz8:004e6780:reccmp,wiz8,004e6780,reccmp,exact-compile,match:9531ac3b79223b86,VC6 SP5 O2 G6 MD body exact; unsigned <= 0 reproduces the canonical JA branch
function-evidence:wiz8:004e68c0:reccmp,wiz8,004e68c0,reccmp,exact-compile,match:b5d69375d2e91ce8,VC6 SP5 O2 G6 MD body exact; shared W8Monster declaration preserves the real thiscall ABI without a free-function wrapper
function-evidence:wiz8:004e6940:reccmp,wiz8,004e6940,reccmp,exact-compile,match:42579817579125ed,VC6 SP5 O2 G6 MD body exact; member destruction and the array-destructor iterator reproduce the canonical body
function-evidence:wiz8:004e6970:reccmp,wiz8,004e6970,reccmp,exact-compile,match:cbe378eb6c76468c,VC6 SP5 O2 G6 MD body exact; explicit allocation-failure arms reproduce the duplicated canonical SEH epilogue
function-evidence:wiz8:004e6a10:reccmp,wiz8,004e6a10,reccmp,exact-compile,match:33757cd0a1cbc20e,VC6 SP5 O2 G6 MD body exact; inline pointer-vector member destruction reproduces the canonical body
function-evidence:wiz8:004e6a30:reccmp,wiz8,004e6a30,reccmp,exact-compile,match:0d057a8b8749b122,VC6 SP5 O2 G6 MD body exact; explicit allocation-failure arms reproduce the canonical branch shape
function-evidence:wiz8:004e7090:cfagent-oracle,wiz8,004e7090,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_StartCombat English seed address verified by embedded expected bytes
function-evidence:wiz8:004f6c50:cfagent-oracle,wiz8,004f6c50,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_SpawnItem English seed address verified by embedded expected bytes
function-evidence:wiz8:004f88a0:formats,wiz8,004f88a0,formats,identity-review,name_origin=descriptive,Case-insensitively searches the 114 named ItemTables.dbs records and returns the table index or minus one
function-evidence:wiz8:004f88f0:formats,wiz8,004f88f0,formats,identity-review,name_origin=descriptive,Filters forty packed table slots then performs weighted selection and creates up to the requested number of item instances
function-evidence:wiz8:004addf0:reccmp,wiz8,004addf0,reccmp,exact-compile,match:d261b168ea65cd55,VC6 SP5 O2 G6 MD body exact; candidate-index instantiation of the shared growable-vector template
function-evidence:wiz8:004ef420:reccmp,wiz8,004ef420,reccmp,exact-compile,match:db667d89c1616f48,VC6 SP5 O2 G6 MD body exact; averages the level field of occupied party slots
function-evidence:wiz8:004f88f0:reccmp,wiz8,004f88f0,reccmp,structural-compile,near-miss:1054/951,Source-owned Local Code\ItemManager.cpp body preserves every observed branch and call; the shared template model exposes a remaining output-specialization inlining difference plus allocation and loop shape differences
function-evidence:wiz8:004fb220:cfagent-oracle,wiz8,004fb220,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_CastSpellAtTheParty English seed address verified by embedded expected bytes
function-evidence:wiz8:004ff3b0:formats,wiz8,004ff3b0,formats,identity-review,name_origin=descriptive,Returns the selected profession level plus its magic-level offset or minus one for the no-magic sentinel
function-evidence:wiz8:005061a0:cfagent-oracle,wiz8,005061a0,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_SetFact English seed address verified by embedded expected bytes
function-evidence:wiz8:00506280:cfagent-oracle,wiz8,00506280,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_GetFact English seed address verified by embedded expected bytes
function-evidence:wiz8:00506310:formats,wiz8,00506310,formats,identity-review,name_origin=descriptive,Clears exactly 1000 persisted fact bytes then installs the initial mode-dependent facts through SetFact
function-evidence:wiz8:00506480:formats,wiz8,00506480,formats,identity-review,name_origin=descriptive,Writes exactly 1000 fact-state bytes to the supplied save handle
function-evidence:wiz8:005064a0:formats,wiz8,005064a0,formats,identity-review,name_origin=descriptive,Reads exactly 1000 fact-state bytes and reconciles state-dependent NPC data and initial-mode facts
function-evidence:wiz8:00506670:formats,wiz8,00506670,formats,identity-review,name_origin=descriptive,The only caller is SetFact and the fact-ID switch performs corresponding world NPC faction trigger and location side effects
function-evidence:wiz8:005080f0:formats,wiz8,005080f0,formats,identity-review,name_origin=descriptive,Computes special and derived facts recursively and otherwise returns the persisted byte for the requested fact ID
function-evidence:wiz8:005090c0:cfagent-oracle,wiz8,005090c0,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_MonsterKilled English seed address verified by embedded expected bytes
function-evidence:wiz8:00509aa0:formats,wiz8,00509aa0,formats,identity-review,name_origin=descriptive,Allocates a 0x13d-byte runtime node and binds the indexed NPC database record then conditionally initializes inventory and full RPC character state
function-evidence:wiz8:0050b830:cfagent-oracle,wiz8,0050b830,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_GetNPCItemListByID English seed address verified by embedded expected bytes
function-evidence:wiz8:00510b60:cfagent-oracle,wiz8,00510b60,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_FindMonsterFirstByID English seed address verified by embedded expected bytes
function-evidence:wiz8:00510bf0:cfagent-oracle,wiz8,00510bf0,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_FindNextExistingMonsterByID English seed address verified by embedded expected bytes
function-evidence:wiz8:00511250:formats,wiz8,00511250,formats,identity-review,name_origin=original-runtime-string,The embedded assertion text names MonsterGroupCalcDefaultDisposition and the canonical body selects NPC faction or unaligned hostility disposition
function-evidence:wiz8:00511990:cfagent-oracle,wiz8,00511990,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_GiveBirthToMonster English seed address verified by embedded expected bytes
function-evidence:wiz8:00512290:formats,wiz8,00512290,formats,identity-review,name_origin=official-demo|original-runtime-string,The demo diagnostic names the function and the canonical body opens the selected save and searches its GSTA section
function-evidence:wiz8:005123f0:formats,wiz8,005123f0,formats,identity-review,name_origin=official-demo|original-runtime-string,The demo diagnostics name the function and the canonical body writes the tagged game and level state sections
function-evidence:wiz8:00512920:formats,wiz8,00512920,formats,identity-review,name_origin=official-demo|original-runtime-string,The demo diagnostic names the function and the canonical body dispatches tagged sections from the selected save
function-evidence:wiz8:00512d00:formats,wiz8,00512d00,formats,identity-review,name_origin=official-demo|original-runtime-string,The demo diagnostics name the function and the canonical body validates Saves Characters and NPCs directories
function-evidence:wiz8:00513090:formats,wiz8,00513090,formats,identity-review,name_origin=official-demo|original-runtime-string,The demo diagnostics name the function and the canonical body reads and validates a fixed 0x314-byte versioned status header
function-evidence:wiz8:00513260:formats,wiz8,00513260,formats,identity-review,name_origin=official-demo|original-runtime-string,The demo diagnostics name the function and the canonical body writes the fixed status header and tagged level-state sections
function-evidence:wiz8:00513650:formats,wiz8,00513650,formats,identity-review,name_origin=official-demo|original-runtime-string,The demo diagnostic names the function and the canonical body selects one LVLS record then dispatches its nested status sections
function-evidence:wiz8:00513c20:formats,wiz8,00513c20,formats,identity-review,name_origin=official-demo|original-runtime-string,The demo diagnostics name the function and its size assertion names pMonsterGroup
function-evidence:wiz8:00513d80:formats,wiz8,00513d80,formats,identity-review,name_origin=official-demo|original-runtime-string,The demo diagnostics name the function and its size assertion names pMonsterInfo
function-evidence:wiz8:005145a0:formats,wiz8,005145a0,formats,identity-review,name_origin=official-demo|original-runtime-string,The demo diagnostics identify failed SaveMonster and SaveMonsterGroup calls in this canonical section writer
function-evidence:wiz8:00514be0:formats,wiz8,00514be0,formats,identity-review,name_origin=official-demo|original-runtime-string,The demo diagnostic names the function and the canonical body writes one serialized item
function-evidence:wiz8:00514c80:formats,wiz8,00514c80,formats,identity-review,name_origin=official-demo|original-runtime-string,The demo diagnostics name the function and the canonical body allocates and appends one serialized item
function-evidence:wiz8:00514be0:reccmp,wiz8,00514be0,reccmp,structural-compile,signatures:wiz8:00514be0,VC6 SP5 O2 G6 MD reproduces all 56 instructions in 148 bytes; the sole residual is the recurring ESI and EDI register-role swap in the entry pair
function-evidence:wiz8:00514c80:reccmp,wiz8,00514c80,reccmp,exact-compile,signatures:wiz8:00514c80,VC6 SP5 O2 G6 MD is byte-exact after masking four call relocations and two global operands
function-evidence:wiz8:00515090:formats,wiz8,00515090,formats,identity-review,name_origin=official-demo|original-runtime-string,The demo diagnostics name the function and identify separate Characters and NPCs paths
function-evidence:wiz8:005152b0:formats,wiz8,005152b0,formats,identity-review,name_origin=official-demo|original-runtime-string,The demo diagnostics name the function and identify separate Characters and NPCs paths
function-evidence:wiz8:00517970:formats,wiz8,00517970,formats,identity-review,name_origin=descriptive,Returns the signed base plus count independent rolls in the range one through sides
function-evidence:wiz8:005179b0:formats,wiz8,005179b0,formats,identity-review,name_origin=descriptive,Multiplies the integer base by itself exponent times and is used to derive the monster disposition cache duration
function-evidence:wiz8:005179d0:formats,wiz8,005179d0,formats,identity-review,name_origin=descriptive,Clamps an integer through a pointer to the inclusive minimum and maximum arguments
function-evidence:wiz8:00517ea0:formats,wiz8,00517ea0,formats,identity-review,name_origin=descriptive,Finds the first wide '#' in a monster name field and terminates the string there
function-evidence:wiz8:00517ec0:cfagent-oracle,wiz8,00517ec0,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_PCPtrToPCSlot English seed address verified by embedded expected bytes
function-evidence:wiz8:00518150:cfagent-oracle,wiz8,00518150,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_GetRandomCharacter English seed address verified by embedded expected bytes
function-evidence:wiz8:0051b5c0:formats,wiz8,0051b5c0,formats,identity-review,name_origin=descriptive,Selects identified or generic item text and optionally appends the stack count
function-evidence:wiz8:0051b9e0:cfagent-oracle,wiz8,0051b9e0,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_GetItemInHand English seed address verified by embedded expected bytes
function-evidence:wiz8:0051c020:cfagent-oracle,wiz8,0051c020,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_ReplaceOrCreateItem English seed address verified by embedded expected bytes
function-evidence:wiz8:0051c300:cfagent-oracle,wiz8,0051c300,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_AddItemToCharacter English seed address verified by embedded expected bytes
function-evidence:wiz8:0051e760:cfagent-oracle,wiz8,0051e760,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_RemoveCharItem English seed address verified by embedded expected bytes
function-evidence:wiz8:0051f2f0:cfagent-oracle,wiz8,0051f2f0,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_MergeItems English seed address verified by embedded expected bytes
function-evidence:wiz8:00521ef0:cfagent-oracle,wiz8,00521ef0,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_AddItemToParty English seed address verified by embedded expected bytes
function-evidence:wiz8:005222d0:cfagent-oracle,wiz8,005222d0,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_GetOriginOfCharItem English seed address verified by embedded expected bytes
function-evidence:wiz8:00522640:cfagent-oracle,wiz8,00522640,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_UpdateFactsAfterAcquiringItem English seed address verified by embedded expected bytes
function-evidence:wiz8:00522fe0:cfagent-oracle,wiz8,00522fe0,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_SetCharCondition English seed address verified by embedded expected bytes
function-evidence:wiz8:00523330:cfagent-oracle,wiz8,00523330,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_RemoveCharCondition English seed address verified by embedded expected bytes
function-evidence:wiz8:00528a80:cfagent-oracle,wiz8,00528a80,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_AddLinesToMessageBox English seed address verified by embedded expected bytes
function-evidence:wiz8:005299b0:cfagent-oracle,wiz8,005299b0,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_ShowString1 English seed address verified by embedded expected bytes
function-evidence:wiz8:0052a2f0:formats,wiz8,0052a2f0,formats,identity-review,name_origin=descriptive,Combines all fifteen profession levels with the corresponding hit-point factors then reconciles current and maximum hit points
function-evidence:wiz8:0052ff80:cfagent-oracle,wiz8,0052ff80,cfagent-oracle,identity-review,name_origin=fan-patch-signature,CFAgent pW8FUNC_GetStringFromStringDB English seed address verified by embedded expected bytes
function-evidence:wiz8:00535ad0:formats,wiz8,00535ad0,formats,identity-review,name_origin=descriptive,Asserts a faction ID from zero through twenty and maps its rating below 34 to hostile through 66 to neutral and above 66 to friendly
function-evidence:wiz8:0054a400:formats,wiz8,0054a400,formats,identity-review,name_origin=descriptive,Reads the Items.dbs count then allocates and loads contiguous 0x10d-byte records
function-evidence:wiz8:0054a510:formats,wiz8,0054a510,formats,identity-review,name_origin=descriptive,Loads 15 fixed category labels and 114 contiguous 0x1f1-byte item-generation tables
function-evidence:wiz8:0054a8a0:formats,wiz8,0054a8a0,formats,identity-review,name_origin=descriptive,Seeks to index times 0x297 plus the count header and reads one monster record
function-evidence:wiz8:0054aac0:formats,wiz8,0054aac0,formats,identity-review,name_origin=descriptive,Loads 146 fixed 0x309-byte NPC records and each version-two variable fact-rule tail
function-evidence:wiz8:0054ac90:formats,wiz8,0054ac90,formats,identity-review,name_origin=descriptive,Destroys each NPC record's runtime rule container then frees the fixed record array
function-evidence:wiz8:0054ad00:formats,wiz8,0054ad00,formats,identity-review,name_origin=descriptive,Reads the Fact.dbs count then allocates and loads contiguous 0x1d8-byte definition records
function-evidence:wiz8:0054ae00:formats,wiz8,0054ae00,formats,identity-review,name_origin=descriptive,Frees the fact definition array and clears its global pointer
function-evidence:wiz8:0054ae20:formats,wiz8,0054ae20,formats,identity-review,name_origin=descriptive,Reads the Levels.dbs count then allocates and loads contiguous 0xd8-byte records
function-evidence:wiz8:00551a60:formats,wiz8,00551a60,formats,identity-review,name_origin=descriptive,Builds six realm resistances then applies the selected race's six resistance adjustment records and character bonuses
function-evidence:wiz8:00553d90:formats,wiz8,00553d90,formats,identity-review,name_origin=descriptive,Checks the 41 by 15 profession skill matrix then bonus professional caster and expert-skill exceptions
function-evidence:wiz8:00553f10:formats,wiz8,00553f10,formats,identity-review,name_origin=descriptive,Consumes usage points to advance an available skill and dispatches the character skill-increase notification
function-evidence:wiz8:00557350:formats,wiz8,00557350,formats,identity-review,name_origin=descriptive,Compares seven current attributes and creation-budget adjustments against all fifteen profession minimum records
function-evidence:wiz8:00557430:formats,wiz8,00557430,formats,identity-review,name_origin=descriptive,Adds six profession item IDs or the dedicated Faerie replacement row and then applies profession-specific extras
function-evidence:wiz8:005d5e30:classes,wiz8,005d5e30,classes,identity-review,name_origin=original-source-path,Constructs three embedded members writes vtable 0x005ef910 and loads popup_monsterinfo.sti
function-evidence:wiz8:005d5ee0:classes,wiz8,005d5ee0,classes,identity-review,name_origin=original-source-path,Vtable slot zero calls 0x005d5f00 then conditionally invokes operator delete
function-evidence:wiz8:005d5f00:classes,wiz8,005d5f00,classes,identity-review,name_origin=original-source-path,Restores vtable 0x005ef910 and destroys members at offsets 0x58 0xa4 and 0xec
function-evidence:wiz8:005df0d0:formats,wiz8,005df0d0,formats,identity-review,name_origin=descriptive,ProfRaceInfoDialog constructor asserts PROF_COUNT and copies one profession's seven attribute minimums
function-evidence:wiz8:005df250:formats,wiz8,005df250,formats,identity-review,name_origin=descriptive,Displays three profession abilities plus the bonus and four professional skills from the canonical tables
function-evidence:wiz8:005df570:formats,wiz8,005df570,formats,identity-review,name_origin=descriptive,ProfRaceInfoDialog constructor asserts RACE_COUNT and copies seven attribute minimums for the eleven playable races
function-evidence:wiz8:005df6f0:formats,wiz8,005df6f0,formats,identity-review,name_origin=descriptive,Displays five race ability IDs from the sixteen-record race ability table
function-evidence:wiz8:005e1c10:vc6-runtime,wiz8,005e1c10,vc6-runtime,identity-review,name_origin=descriptive,Local C++ deallocation wrapper calls the six-byte free import thunk at 0x005E1C1D; compiler-generated destructors call this entry
function-evidence:wiz8:005e1c30:vc6-runtime,wiz8,005e1c30,vc6-runtime,identity-review,name_origin=original-export,All five pinned VC6 CRT snapshots produce the same symbol and matching body
function-evidence:wiz8:005e1ca0:vc6-runtime,wiz8,005e1ca0,vc6-runtime,identity-review,name_origin=original-export,All five pinned VC6 CRT snapshots produce the same symbol and matching body
function-evidence:wiz8:005e1ce0:vc6-runtime,wiz8,005e1ce0,vc6-runtime,identity-review,name_origin=original-export,Six-byte linker thunk through IAT slot 0x005EB1BC to the imported MSVCRT operator new export
function-evidence:wiz8:005e1cf0:vc6-runtime,wiz8,005e1cf0,vc6-runtime,identity-review,name_origin=original-export,All five pinned VC6 CRT snapshots produce the same symbol and matching body
function-evidence:wiz8:005e1da0:vc6-runtime,wiz8,005e1da0,vc6-runtime,identity-review,name_origin=original-export,All five pinned VC6 CRT snapshots produce the same symbol and matching body
function-evidence:wiz8:005e1dd0:vc6-runtime,wiz8,005e1dd0,vc6-runtime,identity-review,name_origin=original-export,All five pinned VC6 CRT snapshots produce the same symbol and matching body
function-evidence:wiz8:005e1def:vc6-runtime,wiz8,005e1def,vc6-runtime,identity-review,name_origin=original-export,Full FID match to the VC6 vector-constructor iterator in every pinned CRT snapshot
function-evidence:wiz8:005e1e71:vc6-runtime,wiz8,005e1e71,vc6-runtime,identity-review,name_origin=original-export,Full FID match to the VC6 vector-destructor iterator in every pinned CRT snapshot
function-evidence:wiz8:005e1ef1:vc6-runtime,wiz8,005e1ef1,vc6-runtime,identity-review,name_origin=original-export,Full FID match to the VC6 array-unwind helper in every pinned CRT snapshot
function-evidence:wiz8:005e22c0:reccmp,wiz8,005e22c0,reccmp,exact-compile,match:3cedc74fe1f67397,VC6 SP5 O2 G6 MD body exact; 3D Code\PList.cpp
function-evidence:wiz8:005e2370:reccmp,wiz8,005e2370,reccmp,exact-compile,match:21fc63a73a4c0b5b,VC6 SP5 O2 G6 MD body exact; 3D Code\PList.cpp
function-evidence:wiz8:005e23e0:reccmp,wiz8,005e23e0,reccmp,exact-compile,match:b3d1ccfe96365e2b,VC6 SP5 O2 G6 MD body exact; 3D Code\PList.cpp
function-evidence:wiz8:005e2440:reccmp,wiz8,005e2440,reccmp,exact-compile,match:5796b81a158c8b2b,VC6 SP5 O2 G6 MD body exact; 3D Code\PList.cpp
function-evidence:wiz8:005e2480:reccmp,wiz8,005e2480,reccmp,exact-compile,match:3c0174d5a21c0119,VC6 SP5 O2 G6 MD body exact; 3D Code\PList.cpp
function-evidence:wiz8:005e2530:reccmp,wiz8,005e2530,reccmp,exact-compile,match:caf4524e7846d14c,VC6 SP5 O2 G6 MD body exact; 3D Code\PList.cpp
function-evidence:wiz8:005e26b0:reccmp,wiz8,005e26b0,reccmp,exact-compile,match:1bfb747d8f021475,VC6 SP5 O2 G6 MD body exact; 3D Code\PList.cpp
function-evidence:wiz8:005e26e0:reccmp,wiz8,005e26e0,reccmp,exact-compile,match:ec94ce63ca41a69c,VC6 SP5 O2 G6 MD body exact; 3D Code\PList.cpp
function-evidence:wiz8:005e27c0:reccmp,wiz8,005e27c0,reccmp,exact-compile,match:9f81f0483e4c41c9,VC6 SP5 O2 G6 MD body exact; 3D Code\PList.cpp
function-evidence:wiz8:005e2870:reccmp,wiz8,005e2870,reccmp,exact-compile,match:edf5f04b20eb291f,VC6 SP5 O2 G6 MD body exact; 3D Code\PList.cpp
function-evidence:wiz8:005e2890:reccmp,wiz8,005e2890,reccmp,exact-compile,match:e0393a26c8db1c3f,VC6 SP5 O2 G6 MD body exact; 3D Code\PList.cpp assertions name ppl and pEntry
function-evidence:wiz8:005e2900:reccmp,wiz8,005e2900,reccmp,exact-compile,match:885eee927933a282,VC6 SP5 O2 G6 MD body exact; 3D Code\IList.cpp
function-evidence:wiz8:005e29a0:reccmp,wiz8,005e29a0,reccmp,exact-compile,match:a0691c614c01ccb9,VC6 SP5 O2 G6 MD body exact; 3D Code\IList.cpp
function-evidence:wiz8:005e2a00:reccmp,wiz8,005e2a00,reccmp,exact-compile,match:c979c29b2be33507,VC6 SP5 O2 G6 MD body exact; 3D Code\IList.cpp
function-evidence:wiz8:005e2a60:reccmp,wiz8,005e2a60,reccmp,exact-compile,match:4bfc0d875337a1a2,VC6 SP5 O2 G6 MD body exact; 3D Code\IList.cpp
function-evidence:wiz8:005e2aa0:reccmp,wiz8,005e2aa0,reccmp,exact-compile,match:8111e37b5c43ebc1,VC6 SP5 O2 G6 MD body exact; 3D Code\IList.cpp
function-evidence:wiz8:005e2b50:reccmp,wiz8,005e2b50,reccmp,exact-compile,match:1c0b510c4d35ce70,VC6 SP5 O2 G6 MD body exact; 3D Code\IList.cpp
function-evidence:wiz8:005e2b80:reccmp,wiz8,005e2b80,reccmp,exact-compile,match:98c6ea29d870c391,VC6 SP5 O2 G6 MD body exact; 3D Code\IList.cpp
function-evidence:wiz8:005e2c70:reccmp,wiz8,005e2c70,reccmp,exact-compile,match:b032c1545d695fa6,VC6 SP5 O2 G6 MD body exact; 3D Code\PList.cpp
function-evidence:wiz8:005e2c80:reccmp,wiz8,005e2c80,reccmp,exact-compile,match:167aad620d16007a,VC6 SP5 O2 G6 MD body exact; 3D Code\IList.cpp
function-evidence:wiz8:005e2cc0:reccmp,wiz8,005e2cc0,reccmp,exact-compile,match:3086c58e71669ce9,VC6 SP5 O2 G6 MD body exact; 3D Code\IList.cpp
function-evidence:wiz8:005d14d0:reccmp,wiz8,005d14d0,reccmp,exact-compile,match:dd010130f85a05fc,VC6 SP5 O2 G6 MD body exact; address-qualified dialog member constructor
function-evidence:wiz8:005d1590:reccmp,wiz8,005d1590,reccmp,exact-compile,match:aa1b4b27fda80d5d,VC6 SP5 O2 G6 MD body exact; address-qualified dialog member destructor
function-evidence:wiz8:005d2540:reccmp,wiz8,005d2540,reccmp,exact-compile,match:bef50ca4ac32aaae,VC6 SP5 O2 G6 MD body exact; suffix-sharing pointer-vector complete destructor
function-evidence:wiz8:005d2560:reccmp,wiz8,005d2560,reccmp,exact-compile,match:8367146956d1e36b,VC6 SP5 O2 G6 MD body exact; pointer-vector base scalar deleting destructor
function-evidence:wiz8:005d2590:reccmp,wiz8,005d2590,reccmp,exact-compile,match:b40481af87cc4bcd,VC6 SP5 O2 G6 MD body exact; pointer-vector derived scalar deleting destructor
function-evidence:wiz8:005db1b0:reccmp,wiz8,005db1b0,reccmp,exact-compile,match:da6df97276b2fdb8,VC6 SP5 O2 G6 MD body exact; address-qualified dialog member constructor
function-evidence:wiz8:005db260:reccmp,wiz8,005db260,reccmp,exact-compile,match:cfa31081cac4b91f,VC6 SP5 O2 G6 MD body exact; address-qualified dialog member destructor
