claim_id,program,entity_kind,entity_key,predicate,value,origin,authority,confidence,reference,details
function-source:wiz8:00406dc0:SetFontObjectPalette16BPP,wiz8,function,00406dc0,accepted-identity,SetFontObjectPalette16BPP,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00406e00:LoadFontFile,wiz8,function,00406e00,accepted-identity,LoadFontFile,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00407260:mprintf,wiz8,function,00407260,accepted-identity,mprintf,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00407650:gprintf,wiz8,function,00407650,accepted-identity,gprintf,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00402b90:LockVideoSurface,wiz8,function,00402b90,accepted-identity,LockVideoSurface,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00402c30:UnLockVideoSurface,wiz8,function,00402c30,accepted-identity,UnLockVideoSurface,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00404ba0:InitializeMemoryManager,wiz8,function,00404ba0,accepted-identity,InitializeMemoryManager,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00404bd0:MemGetFree,wiz8,function,00404bd0,accepted-identity,MemGetFree,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00404bc0:ShutdownMemoryManager,wiz8,function,00404bc0,accepted-identity,ShutdownMemoryManager,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Released shutdown clears fMemManagerInit in the startup and teardown owner sequence; Retail call order and the owned flag resolve the generic one-store body. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040e170:DrawDefaultOnButton,wiz8,function,0040e170,accepted-identity,DrawDefaultOnButton,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040d070:RemoveButtonsMarkedForDeletion,wiz8,function,0040d070,accepted-identity,RemoveButtonsMarkedForDeletion,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040c230:LoadButtonImage,wiz8,function,0040c230,accepted-identity,LoadButtonImage,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040c4f0:UseVObjAsButtonImage,wiz8,function,0040c4f0,accepted-identity,UseVObjAsButtonImage,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040c710:UnloadButtonImage,wiz8,function,0040c710,accepted-identity,UnloadButtonImage,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040c7e0:DisableButton,wiz8,function,0040c7e0,accepted-identity,DisableButton,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040c840:InitializeButtonImageManager,wiz8,function,0040c840,accepted-identity,InitializeButtonImageManager,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040ca70:UnloadGenericButtonImage,wiz8,function,0040ca70,accepted-identity,UnloadGenericButtonImage,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040cb70:LoadGenericButtonImages,wiz8,function,0040cb70,accepted-identity,LoadGenericButtonImages,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040ce60:ShutdownButtonImageManager,wiz8,function,0040ce60,accepted-identity,ShutdownButtonImageManager,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040cf60:InitButtonSystem,wiz8,function,0040cf60,accepted-identity,InitButtonSystem,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040cf90:ShutdownButtonSystem,wiz8,function,0040cf90,accepted-identity,ShutdownButtonSystem,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040d150:RemoveButton,wiz8,function,0040d150,accepted-identity,RemoveButton,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040d210:ResizeButton,wiz8,function,0040d210,accepted-identity,ResizeButton,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040d2b0:SetButtonPosition,wiz8,function,0040d2b0,accepted-identity,SetButtonPosition,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040d350:CreateTextButton,wiz8,function,0040d350,accepted-identity,CreateTextButton,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040d5e0:QuickCreateButton,wiz8,function,0040d5e0,accepted-identity,QuickCreateButton,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040d850:SpecifyButtonText,wiz8,function,0040d850,accepted-identity,SpecifyButtonText,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040d8c0:SpecifyButtonMultiColorFont,wiz8,function,0040d8c0,accepted-identity,SpecifyButtonMultiColorFont,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040d8e0:SpecifyButtonTextOffsets,wiz8,function,0040d8e0,accepted-identity,SpecifyButtonTextOffsets,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040d910:SetButtonFastHelpText,wiz8,function,0040d910,accepted-identity,SetButtonFastHelpText,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040d940:QuickButtonCallbackMMove,wiz8,function,0040d940,accepted-identity,QuickButtonCallbackMMove,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040da50:QuickButtonCallbackMButn,wiz8,function,0040da50,accepted-identity,QuickButtonCallbackMButn,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040dc80:RenderButtons,wiz8,function,0040dc80,accepted-identity,RenderButtons,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040de90:MarkButtonsDirty,wiz8,function,0040de90,accepted-identity,MarkButtonsDirty,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040deb0:DrawButton,wiz8,function,0040deb0,accepted-identity,DrawButton,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040e060:DrawQuickButton,wiz8,function,0040e060,accepted-identity,DrawQuickButton,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040e890:DrawGenericButton,wiz8,function,0040e890,accepted-identity,DrawGenericButton,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040e280:DrawCheckBoxButton,wiz8,function,0040e280,accepted-identity,DrawCheckBoxButton,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040e3b0:DrawIconOnButton,wiz8,function,0040e3b0,accepted-identity,DrawIconOnButton,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040e5d0:DrawTextOnButton,wiz8,function,0040e5d0,accepted-identity,DrawTextOnButton,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040edc0:MSYS_SetBtnUserData,wiz8,function,0040edc0,accepted-identity,MSYS_SetBtnUserData,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040edf0:MSYS_GetBtnUserData,wiz8,function,0040edf0,accepted-identity,MSYS_GetBtnUserData,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040ee10:BtnGenericMouseMoveButtonCallback,wiz8,function,0040ee10,accepted-identity,BtnGenericMouseMoveButtonCallback,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040ee80:HideButton,wiz8,function,0040ee80,accepted-identity,HideButton,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040eea0:ShowButton,wiz8,function,0040eea0,accepted-identity,ShowButton,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040eec0:GetButtonArea,wiz8,function,0040eec0,accepted-identity,GetButtonArea,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040ef00:GetButtonWidth,wiz8,function,0040ef00,accepted-identity,GetButtonWidth,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040ef20:GetButtonHeight,wiz8,function,0040ef20,accepted-identity,GetButtonHeight,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040ef40:GetButtonX,wiz8,function,0040ef40,accepted-identity,GetButtonX,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040ef60:GetButtonY,wiz8,function,0040ef60,accepted-identity,GetButtonY,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040f850:CreateImage,wiz8,function,0040f850,accepted-identity,CreateImage,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040f9f0:DestroyImage,wiz8,function,0040f9f0,accepted-identity,DestroyImage,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040fa10:ReleaseImageData,wiz8,function,0040fa10,accepted-identity,ReleaseImageData,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040fad0:CopyImageToBuffer,wiz8,function,0040fad0,accepted-identity,CopyImageToBuffer,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040fba0:Copy8BPPCompressedImageTo8BPPBuffer,wiz8,function,0040fba0,accepted-identity,Copy8BPPCompressedImageTo8BPPBuffer,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040fe40:Copy8BPPImageTo8BPPBuffer,wiz8,function,0040fe40,accepted-identity,Copy8BPPImageTo8BPPBuffer,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040fca0:Copy8BPPCompressedImageTo16BPPBuffer,wiz8,function,0040fca0,accepted-identity,Copy8BPPCompressedImageTo16BPPBuffer,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00410050:Copy8BPPImageTo16BPPBuffer,wiz8,function,00410050,accepted-identity,Copy8BPPImageTo16BPPBuffer,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:0040ff30:Copy16BPPImageTo16BPPBuffer,wiz8,function,0040ff30,accepted-identity,Copy16BPPImageTo16BPPBuffer,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00410580:GetETRLEImageData,wiz8,function,00410580,accepted-identity,GetETRLEImageData,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00410670:ConvertRGBDistribution565To655,wiz8,function,00410670,accepted-identity,ConvertRGBDistribution565To655,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:004106c0:ConvertRGBDistribution565To556,wiz8,function,004106c0,accepted-identity,ConvertRGBDistribution565To556,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00410700:ConvertRGBDistribution565ToAny,wiz8,function,00410700,accepted-identity,ConvertRGBDistribution565ToAny,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00415250:STCILoadRGB,wiz8,function,00415250,accepted-identity,STCILoadRGB,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:004153f0:STCILoadIndexed,wiz8,function,004153f0,accepted-identity,STCILoadIndexed,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00415130:LoadSTCIFileToImage,wiz8,function,00415130,accepted-identity,LoadSTCIFileToImage,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00414940:BlitPcxToBuffer,wiz8,function,00414940,accepted-identity,BlitPcxToBuffer,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00414810:LoadPcx,wiz8,function,00414810,accepted-identity,LoadPcx,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00414700:LoadPCXFileToImage,wiz8,function,00414700,accepted-identity,LoadPCXFileToImage,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00414d70:ReadUncompRGBImage,wiz8,function,00414d70,accepted-identity,ReadUncompRGBImage,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00414c60:LoadTGAFileToImage,wiz8,function,00414c60,accepted-identity,LoadTGAFileToImage,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00413fd0:SetClippingRegionAndImageWidth,wiz8,function,00413fd0,accepted-identity,SetClippingRegionAndImageWidth,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00414390:LineDraw,wiz8,function,00414390,accepted-identity,LineDraw,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00414010:Clip2D,wiz8,function,00414010,accepted-identity,Clip2D,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00413d60:BuildShadeTable,wiz8,function,00413d60,accepted-identity,BuildShadeTable,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:00413e80:SetShadeTablePercent,wiz8,function,00413e80,accepted-identity,SetShadeTablePercent,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
function-source:wiz8:004146e0:DirectXZeroMem,wiz8,function,004146e0,accepted-identity,DirectXZeroMem,sgp-source,source-backed,strong,evidence/snapshots/sgp/harness.csv;released-baseline:fdff790b,"Pinned SGP implementation owns the retained Wizardry body; Unique relocation-masked candidate in every comparable build. Historical byte comparison identifies the source contribution, not unchanged authored source or relocation-target equivalence."
